-823.02	-105.6
-773.14	-105.6
-623.5	-105.6
-573.62	-105.6
-423.98	-105.6
-374.1	-105.6
-224.46	-105.6
-174.58	-105.6
-24.94	-105.6
24.94	-105.6
174.58	-105.6
224.46	-105.6
374.1	-105.6
423.98	-105.6
573.62	-105.6
623.5	-105.6
773.14	-105.6
823.02	-105.6
-872.9	-52.8
-723.26	-52.8
-673.38	-52.8
-523.74	-52.8
-473.86	-52.8
-324.22	-52.8
-274.34	-52.8
-124.7	-52.8
-74.82	-52.8
74.82	-52.8
124.7	-52.8
274.34	-52.8
324.22	-52.8
473.86	-52.8
523.74	-52.8
673.38	-52.8
723.26	-52.8
872.9	-52.8
-823.02	0
-773.14	0
-623.5	0
-573.62	0
-423.98	0
-374.1	0
-224.46	0
-174.58	0
-24.94	0
24.94	0
174.58	0
224.46	0
374.1	0
423.98	0
573.62	0
623.5	0
773.14	0
823.02	0
-872.9	52.8
-723.26	52.8
-673.38	52.8
-523.74	52.8
-473.86	52.8
-324.22	52.8
-274.34	52.8
-124.7	52.8
-74.82	52.8
74.82	52.8
124.7	52.8
274.34	52.8
324.22	52.8
473.86	52.8
523.74	52.8
673.38	52.8
723.26	52.8
872.9	52.8
-823.02	105.6
-773.14	105.6
-623.5	105.6
-573.62	105.6
-423.98	105.6
-374.1	105.6
-224.46	105.6
-174.58	105.6
-24.94	105.6
24.94	105.6
174.58	105.6
224.46	105.6
374.1	105.6
423.98	105.6
573.62	105.6
623.5	105.6
773.14	105.6
823.02	105.6
