-840	-130
-760	-130
-640	-130
-560	-130
-440	-130
-360	-130
-240	-130
-160	-130
-40	-130
40	-130
160	-130
240	-130
360	-130
440	-130
560	-130
640	-130
760	-130
840	-130
-880	-65
-720	-65
-680	-65
-520	-65
-480	-65
-320	-65
-280	-65
-120	-65
-80	-65
80	-65
120	-65
280	-65
320	-65
480	-65
520	-65
680	-65
720	-65
880	-65
-840	0
-760	0
-640	0
-560	0
-440	0
-360	0
-240	0
-160	0
-40	0
40	0
160	0
240	0
360	0
440	0
560	0
640	0
760	0
840	0
-880	65
-720	65
-680	65
-520	65
-480	65
-320	65
-280	65
-120	65
-80	65
80	65
120	65
280	65
320	65
480	65
520	65
680	65
720	65
880	65
-840	130
-760	130
-640	130
-560	130
-440	130
-360	130
-240	130
-160	130
-40	130
40	130
160	130
240	130
360	130
440	130
560	130
640	130
760	130
840	130
